message,label,id
Did u got that persons story,ham,490
"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",ham,491
You will be in the place of that man,ham,492
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",ham,493
Sorry me going home first... Daddy come fetch ü later...,ham,496
Leave it de:-). Start Prepare for next:-)..,ham,497
Yes baby! We can study all the positions of the kama sutra ;),ham,498
En chikku nange bakra msg kalstiya..then had tea/coffee?,ham,499
This pay is  &lt;DECIMAL&gt;  lakhs:),ham,500
Have a good evening! Ttyl,ham,501
Did u receive my msg?,ham,502
Ho ho - big belly laugh! See ya tomo,ham,503
"I dont knw pa, i just drink milk..",ham,506
Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,ham,507
Is xy going 4 e lunch?,ham,508
I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,ham,509
Have you finished work yet? :),ham,510
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham,511
Was the farm open?,ham,515
"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",ham,516
"My sister in law, hope you are having a great month. Just saying hey. Abiola",ham,517
Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,ham,519
meet you in corporation st outside gap … you can see how my mind is working!,ham,521
Mum ask ü to buy food home...,ham,522
K..u also dont msg or reply to his msg..,ham,523
What is important is that you prevent dehydration by giving her enough fluids,ham,525
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",ham,526
So when do you wanna gym harri,ham,527
Quite late lar... Ard 12 anyway i wun b drivin...,ham,528
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:'if it is made by my students,this wont even start........ Datz confidence..",ham,531
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,ham,532
"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",ham,534
He also knows about lunch menu only da. . I know,ham,535
When i have stuff to sell i.ll tell you,ham,536
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,ham,539
Oh is it? Send me the address,ham,540
That is wondar full flim.,ham,541
Ya even those cookies have jelly on them,ham,542
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",ham,543
Got it! It looks scrumptious... daddy wants to eat you all night long!,ham,544
"Alright omw, gotta change my order to a half8th",ham,545
Exactly. Anyways how far. Is jide her to study or just visiting,ham,546
Dunno y u ask me.,ham,547
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,ham,550
Then why no one talking to me,ham,551
Thanks for looking out for me. I really appreciate.,ham,552
Wish i were with you now!,ham,554
Do well :)all will for little time. Thing of good times ahead:,ham,556
Ok. There may be a free gym about.,ham,557
Men like shorter ladies. Gaze up into his eyes.,ham,558
Dunno he jus say go lido. Same time 930.,ham,559
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",ham,560
By monday next week. Give me the full gist,ham,562
Dont gimme that lip caveboy,ham,564
When did you get to the library,ham,565
So why didnt you holla?,ham,566
Cant think of anyone with * spare room off * top of my head,ham,567
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",ham,568
U should have made an appointment,ham,569
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",ham,571
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham,573
Wishing you and your family Merry 'X' mas and HAPPY NEW Year in advance..,ham,574
I cant pick the phone right now. Pls send a message,ham,576
Not getting anywhere with this damn job hunting over here!,ham,577
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,ham,578
"idc get over here, you are not weaseling your way out of this shit twice in a row",ham,579
I wil be there with in  &lt;,ham,580
Just sleeping..and surfing,ham,581
Thanks for picking up the trash.,ham,582
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,ham,584
That means get the door,ham,585
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,586
Beerage?,ham,588
Dont think so. It turns off like randomlly within 5min of opening,ham,590
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,ham,591
All e best 4 ur driving tmr :-),ham,595
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THAT’S AL!!!!!!!!!,ham,596
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham,597
'Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic',ham,598
'Gimme a few' was  &lt;,ham,600
I dled 3d its very imp,ham,604
Boooo you always work. Just quit.,ham,605
I am taking half day leave bec i am not well,ham,606
S:)s.nervous  &lt;,ham,607
I borrow ur bag ok.,ham,609
Also are you bringing galileo or dobby,ham,611
'BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & I’LLSPEAK 2U SOONLOTS OF LOVEME XXXX.',ham,613
On the road so cant txt,ham,614
Have a good evening! Ttyl,ham,616
