id,domain
420f3307-f4be-4b5b-a617-45d2cfdd1d5d,oos
a8748736-36de-46b7-944b-9c70a2c0e3de,small_talk
9f39a268-8605-4ed3-91f9-03e474db4f8c,auto_and_commute
f3d714c4-4c0e-4f9f-a753-5d72ce04ab0d,auto_and_commute
e2125685-69b2-44ad-8e51-5911edf3cc87,utility
20354d7d-6355-48fd-b946-bc94bd18f851,small_talk
ced5a988-edc2-463f-98e6-c00613ec4ee7,banking
718221a6-f0fc-454b-b773-63e8913014be,utility
125b5eb5-19fd-4b49-9931-0bec52e56647,banking
6af58996-767a-420a-886a-d67e0f719c1a,home
41095b46-400e-420f-996e-74d6f56fe13d,oos
dbbb27c1-886b-4b88-848f-804640e261a8,home
c7c34fc5-0c21-4161-8931-4df096b34fb5,oos
f5fd7d20-e042-4127-9684-14a0b03c0cd8,small_talk
5818c5c8-4e79-496c-9179-ec85bfc75a12,oos
6358975b-7f4c-480b-b0d8-26566de18097,kitchen_and_dining
e0f48070-ff73-499e-878e-77f4dde55e43,work
1e8e22fa-37d7-4c12-9a37-d379a6a7000e,auto_and_commute
927eaac5-7270-4fe4-8cf9-7caaf63f5f52,oos
65767197-9ec5-4480-86ea-72bcffafd79f,meta
7eeca107-5873-4b85-9b56-f203d442583e,credit_cards
6c0a3e7c-af39-42f3-9d08-20e1d272bf54,kitchen_and_dining
705b8268-7fa0-4d04-8fac-3262748f5fe4,home
bae1f544-1351-4a03-9d75-802eb9433a65,meta
d1b6feeb-fc7d-4aaf-986a-5c0ab8fe3e74,credit_cards
0a7b1d3a-072f-4409-ae4d-885f9d9bb830,travel
fe9a6e39-d86a-42b2-97d3-104426302925,utility
5719cd5e-2566-4222-b6c9-1768332934cb,work
20028c92-7b01-454e-87f7-b082c1e6b774,home
784cf4d8-023d-4250-addf-26240d047274,banking
8b4bc22d-5b7f-4a76-b0ec-9ab326b85654,travel
70066520-cf57-4d0d-86b4-745854593718,kitchen_and_dining
5a4e613d-37be-43b6-94c6-cec8ac158c05,home
cbaa3b48-b92d-485d-9c30-969069d4e7d4,meta
89ad2f0d-e203-4e04-8b9a-5bf1a5958171,banking
46aa4f4c-c175-48ec-9028-2059a2dc51d9,auto_and_commute
59cab4dd-19be-4d75-b90f-fabc556fffde,auto_and_commute
a19df437-7ac6-4016-8358-282cc461bc6c,travel
4723a4a6-eb51-4740-af32-35b1f5ea0598,banking
175b093b-c537-4bb0-b918-ce482613e789,work
665cea7c-6fd9-4d28-b97b-3b7fd80cffd7,auto_and_commute
e67084f5-f666-44f8-984d-2a66fef46440,work
f9837c2e-e97a-4d2a-9823-ecbf15074f1b,utility
b575db54-3441-4bf7-acd0-1eb0e4f78689,home
5bbc89cd-18c1-4776-aeab-0ab674aba151,travel
01ef6bcf-b165-4737-a3c1-23931323791a,work
9fced52a-603d-4489-8131-fa1bdec42d9a,oos
f0de8b89-db51-41ab-a3c8-5d05f0788c71,kitchen_and_dining
53d9a7f3-44af-40aa-aee0-d81f150072d3,banking
cb5ae3a3-f22d-452c-9852-36e5fb226da6,travel
894e5625-1e4f-43ed-8f4a-e7b6452bbb8d,auto_and_commute
3d112745-24e1-404c-8eb9-db1e6b3b4a3b,small_talk
ffdbe33e-a867-458e-ac60-cec5d42d38b3,auto_and_commute
bf7c6861-84cb-4046-8636-4fa346a7a143,banking
9e194b32-121b-4ec0-90d9-c7819201f083,small_talk
df4f9e2a-4ec1-4a78-825d-0d5bf8522930,work
95b84fb8-1079-4664-836e-98d6b0d9f005,work
bdafc067-86c4-4d54-a88d-e696c400b202,work
72126c94-389a-4ada-bd37-e67200e03406,oos
4d652b52-7371-42c1-8295-ff4ca835c1dc,meta
4880aa21-18a7-4667-b19c-ff5809fbf56d,banking
296e7713-94d5-4602-9f52-c116713eec2a,credit_cards
d6eab5e0-66cd-478d-b056-a276e39639e7,travel
cf54abcf-813f-4e20-859a-b293e0c4c28a,home
9eeb0f26-1688-42f7-96b8-0e4081337f9a,credit_cards
29bf6e69-f696-4227-9a8a-9be6e1767769,credit_cards
c38672b9-300e-44df-a155-bf8d7762c5d0,banking
e4692db9-d420-4f32-af4d-4e82ec709f49,travel
85fd44cc-9f6a-4a1b-9456-de30f99844c7,work
c19c888c-703d-47e7-81c1-08cf5de6a78c,utility
69960b53-d65a-4b71-951c-96a913510d3c,oos
9a7886c6-3fe6-4173-8e57-b00088c0ac64,home
2c1dcc47-c0f6-4499-ab59-c8482daef7bc,oos
3e41fe9a-eb46-4ff2-9e3a-70ec3a60d61e,oos
b87af10b-c5d3-4b26-924a-4c0d4a39d9e0,travel
ad91e486-d444-4c17-930e-051fd56a6a4b,banking
a83362c5-22b9-444c-a7a7-4668e6a0b087,meta
9c90554b-0c10-475b-9b17-55d07bac4d64,banking
6ca39845-b740-48cf-b7f7-f27f9e11e109,small_talk
fee5bb0f-52bd-40ce-b28e-0816137f629a,work
3524d92b-1a11-4830-bedb-be1407a6d34c,kitchen_and_dining
99758cdd-06c6-4916-bdaf-d641cd55546c,auto_and_commute
c09da35e-b019-4c4b-a98a-1c8242150979,kitchen_and_dining
d50c7d6b-87ba-4a94-b160-c393008996c5,kitchen_and_dining
9388ebbb-f818-4787-ba90-f2edb59635a9,kitchen_and_dining
a9d7ed4f-c91b-4b21-a66c-68925dc05a45,small_talk
8c9560c8-cbd1-46ea-84ac-c90f3385043f,kitchen_and_dining
2315cdd0-bd66-43bd-8853-5c0618c3832f,banking
ce14953c-f42e-481b-bb04-6100d2e1bbbd,travel
7b32ffa1-0bda-4816-aad6-f8e84d32f0ad,credit_cards
c5da7af6-9d70-4792-be53-2e76674600b3,travel
47565bb9-4e1a-460b-b6f5-0cc7042f3023,home
473aadbc-78da-4c9e-b939-bcd67a09d4f2,kitchen_and_dining
dd99edb9-7aca-4d8a-8627-406eb83fb8a1,banking
57b10ef9-ac15-45d8-9a24-52a93e0ea404,small_talk
ef007bcd-aa3a-4dbc-9b51-8c4cbf0ce688,auto_and_commute
a0708013-3435-4b13-a16b-52f099fafe14,small_talk
e6225f27-4788-45f8-9793-f6bece1a7543,auto_and_commute
67a2560f-40ea-420e-bea9-46cc4f8ab877,travel
9963f8a8-f847-420d-95f7-ddbb64b1da02,auto_and_commute
ee3dc6e6-676a-4ea4-9e00-276106fae98e,credit_cards
34d7915f-91c7-4fe9-9586-4bc597e90038,banking
a1a7e957-45fd-40ab-8c27-81cc7f910286,utility
dafeed78-434f-4cd9-91f1-3553bf3171a3,kitchen_and_dining
427f586c-9c56-425e-af4d-3851e174e05b,kitchen_and_dining
c2afbffb-2cb8-4a08-b73c-3fe65ce4ed89,home
81e1afc6-a7c9-453d-a381-3ab9f9680525,kitchen_and_dining
8fc822b1-66d4-4051-9016-f8c93d01fb13,small_talk
cc660eab-6765-497a-bd05-308e82ac50a3,work
10ac8370-51f4-471e-ac29-e4feefa3543c,work
14003207-6289-4d38-adf4-eb0a33021a5e,kitchen_and_dining
17740ff3-c472-4eeb-a26c-bbf78c9907c4,work
c6844973-8527-4bcb-8f5f-24603f25ba50,home
d3c01847-84d0-445a-bad8-485363040083,oos
2b075702-c1a2-4f3d-9f63-92c48409febc,work
770fe954-e3be-4830-8879-5914e10f38ff,credit_cards
47b59202-1458-423f-a8b7-008fdda25734,utility
fef7b502-5f61-4bdc-87bc-25a2fe4d1588,banking
4c89546a-8897-4e5a-9e0a-af7353c282bc,small_talk
2e50f40f-c1d5-493d-a025-ef4611826217,travel
2732217a-d585-4964-b2b8-2ed3d46c8a3b,meta
d230f184-d87d-4a22-8d1d-0a85a7a65e3f,auto_and_commute
9627342c-db85-4ecc-8502-588fe6395502,work
d6565559-4758-4007-88fb-a3d8cb6040a2,kitchen_and_dining
09a4c228-f965-4434-8dce-0b16e0885de2,meta
ebd741b7-1066-4485-b46f-652ee1818209,oos
b0379dd9-8bd6-4585-ab11-7cf71575f00c,meta
42e30093-98d9-4f05-88c9-e22fb8a7a971,oos
2d6964b8-7bd0-4e34-9dda-6c36ddec4a71,work
f0da2afc-d9e0-4a08-bf90-0369f6151ce0,small_talk
4e3de2b0-902b-4614-8bdd-1001505ea791,work
59323540-4ede-4e27-b259-7af67edaf86f,meta
fd2eca6a-643c-43ac-b436-0e46d0097c24,small_talk
d6ae4fb2-b602-4432-9f94-a6e827477383,travel
98b0c8a8-d79e-4fd4-b892-ef62043e2f14,oos
dc6e4c68-c5dc-4065-94c1-e217f7bc6858,meta
cc375ac5-b153-47f2-82c0-bd7eb1009aff,small_talk
9047c7a3-7c41-4c07-8d9c-1183e54dacfb,kitchen_and_dining
ef1d9ecb-9c55-486f-bda3-44da949eaf61,meta
23f1f632-29cc-4fb5-b3bd-81e56c85b395,oos
c637e799-da34-4f09-a71d-e5c10662a8fe,credit_cards
c5cacf2a-9e40-435a-852b-adc295ff1d9d,auto_and_commute
74b3bd18-aacf-4999-80d8-784090d75ba0,work
1945c499-40ad-43bb-917b-4fc4ee1cccf6,auto_and_commute
35d11c81-84d4-485c-ab08-f7e5cb77bc37,banking
92868983-b1bd-40db-9fce-94ed4f496620,kitchen_and_dining
5d5cc0fb-044a-4db3-8e55-fd7264a0f9ba,utility
c5bd39e5-99f1-4b18-abec-fd6d8a8d600d,auto_and_commute
708b6c9d-cd29-478f-b6bb-d8e3a9ab0907,home
85ddd043-bd80-4884-98ff-14ac8af42e66,auto_and_commute
a9f55ad5-d848-4311-8953-eb339efcfba3,kitchen_and_dining
176b4a2e-c7c0-4506-95c6-5d643a152d68,utility
b78ed43d-c0c6-40cd-9dd1-8cd8024fa73a,work
4c543d23-8710-4963-9c39-8d581776dd1b,auto_and_commute
9bc66db2-7fea-425a-93f5-8fe3f6b9acf6,work
62997de1-8d43-42c5-9d03-0689d4e22683,travel
6053a76c-2198-40ed-8d12-ee0dbfd96a3f,home
48550c4a-9e13-4a2f-8d9b-eaf81b948c30,kitchen_and_dining
9c737b79-cef1-43a8-bff0-2d89f7a9f88f,utility
43d3db50-0f8d-4343-89e4-034b7bb95902,meta
450c8029-ca53-4e82-9da3-d25a655e40f9,travel
a517bedc-3d0e-44b7-bbac-f50b594bea96,meta
cad79808-e000-4d60-aa92-396eac4c8def,travel
3aaa8e7d-f57a-4b42-a71c-69a2a7f19f8c,small_talk
d013e746-17d3-45fa-912e-c18b1bbb001d,auto_and_commute
54535bc7-8018-42ab-a0f9-daeec3fce15a,utility
35d4257d-5f50-4e70-af6a-daaf52be3d84,utility
1fd5d73d-ceda-4805-b7cc-122447d787cc,work
68d1955b-b46d-4ef6-8d41-0837a55f8370,banking
1096516b-4ff4-4e35-9050-59e61c00ebe1,meta
0d753fcb-e1fa-4a40-b6e1-86e30fbc9e71,home
1ecccb5c-1afe-47b3-ac14-17ff8b2492b6,kitchen_and_dining
315041ef-f746-4632-9154-d4fddc21a080,credit_cards
de08c172-e6d8-44f2-8e63-a3b44f526ce7,home
15c6fcdc-f7b0-45af-a417-3b3a9bd50cf6,kitchen_and_dining
9cc520e8-bde5-4f9e-8bd6-fe08d663a72b,home
68809d2e-75fb-4d73-a98b-21f426f0d778,utility
8337c8ab-aec6-41c3-877e-b0b8ab52e5b7,banking
235ab0a7-f948-4069-b9de-17eba77d7cf4,banking
25feab08-487a-45eb-bfdb-52a2b564591d,kitchen_and_dining
9dbc8e9f-f4d0-4d37-b9f3-31098dd62c5f,credit_cards
49bd1fe0-0ce6-40e9-b564-6e64fe972b1f,credit_cards
01847365-730e-4e6b-a2c5-60a00eaf9237,kitchen_and_dining
3739cffa-ad26-4bc9-91e1-0924b06f517c,travel
58c03de9-aa0e-41aa-af3d-94c754c78bc1,home
69908fd2-90a7-423b-b1f8-ba990b82d514,credit_cards
743be9e6-ef9f-437d-9983-9bc0e68e55cd,auto_and_commute
7d0896b8-c5d6-4671-85d0-f9ec4976db0d,utility
a41aad48-3257-418c-8090-6f9b4c8a03d9,meta
2feb0bc5-dc39-418b-b50e-f7c2e18aa272,kitchen_and_dining
5d5e07f3-e069-454c-92ab-b48ef3f1f624,oos
5abbc768-be29-4a15-872f-262372af0382,small_talk
75a4a7aa-9f3f-4d69-95c6-5772cf78ec6f,meta
e8df6838-9ed2-437a-af83-aa3617d3b610,small_talk
5a1047a0-c65e-45da-bea9-d5c297c77395,travel
4af65c62-5769-4ae8-a128-8ddd97a946e6,utility
db51e946-e7c3-46a6-bef8-76593125a62c,kitchen_and_dining
79a4abb1-781a-448e-b2d0-fe4c9defdeae,home
fbe131b2-f9c3-4452-8e44-d424d551a1cc,work
80c0b913-9695-4d4b-983f-f92bbc64d5f7,auto_and_commute
cff09af4-9a05-403b-b75b-801d417924d8,travel
1851f5c5-8fed-4595-ae8f-26cccf846493,work
21689a66-9f57-4364-9edf-557ba7eda17c,utility
934fa1ea-c739-43cc-8b00-7ecbf4860061,banking
cec2e832-058e-42b1-b66e-1f9b745fa7a3,travel
3f3d358d-4652-4fce-8147-94a43537dbfe,oos
0f3152c5-ca9e-4159-8c26-1a5c24311922,oos
01bf28c4-1a7e-4f63-a0b0-2c6da7ea45d5,work
d1424060-bfc9-43fc-adb5-6abdc472744b,oos
04046623-d272-4862-a697-f22e16fdfea8,banking
a8a2efcb-0613-4d8a-b9a9-1170b9626769,utility
fb1947bb-9977-470e-baa5-05c73d4582be,work
2d6dba2e-d082-4536-846c-1b7a6c077a1f,kitchen_and_dining
ace20e86-b182-4f55-b7ee-9d4746d437ea,credit_cards
d71b8a58-1394-450e-908f-eadcaebd058a,home
01063519-8f5b-47d0-8630-26d46573cc71,oos
cc544c5c-df03-458a-8597-edf8f1d1e08c,work
f4a731f1-e5d2-4781-96dd-a2147b0951a1,auto_and_commute
69969aec-ad4c-41ec-a173-1eacc2a23343,small_talk
7ab6b633-f692-486d-87b2-285a1bd1e46b,banking
1d43daf8-6d0f-4121-b888-d128d8b83a25,travel
e9ccc21f-167c-49d1-b103-3436e820e2d1,kitchen_and_dining
330c7733-cbbf-4933-8c87-b597024db7fe,home
7339da67-a830-49d3-87dd-7f86d0c22768,banking
4fb6c6e9-fb0d-490e-9135-275fbf9450e5,meta
46b20e14-dd72-402a-b07b-1fb8ba2e3578,auto_and_commute
857728aa-2567-4976-8af5-ee343412244d,travel
b8d70b01-7362-40c4-bc98-fec0eb48d285,oos
bbc13415-d721-4273-ad8a-ece26e8d2b94,oos
4a8d910d-a4bc-46c2-b278-7da6eec47085,utility
4fb6bb4e-5884-4f32-bb7c-4ac0eec25dc0,banking
9f143f4d-e042-4313-a9e4-5e831d378bcf,credit_cards
d3e92101-b7f2-4449-b591-fdf28c847b45,small_talk
d51a1291-d93a-4bb9-9eed-d614dac31b78,utility
5e04a5b5-bd0f-4efd-a632-35f953df44c9,small_talk
2be1a795-a468-4bca-9b41-2026fc78851f,travel
77b9b3b7-85b5-4337-9321-9e8a57280e85,small_talk
8efd195c-eaba-4426-bbd6-f2307008bda2,credit_cards
bb61fb8b-5190-4809-9577-a1fcd87c0fae,work
af1a7d46-38b5-4e72-a4d4-acadba5f0af2,kitchen_and_dining
56b38aa3-7709-4589-b36d-1c2d6fbbf344,credit_cards
b862396e-4da8-4047-920f-328900685601,work
3e70bc2c-a1b0-418e-9ec5-6c26789cc549,kitchen_and_dining
283998fa-4956-4c0b-aaac-a312dd974007,small_talk
79901da2-5a9c-487f-946e-c4c9232924b6,travel
ee9145c6-ec51-4011-bc40-65363020bd82,auto_and_commute
f0ddf391-39d9-44bc-94b7-d4fc8036f9ae,banking
ac813690-b033-4a42-aaf0-79824da8eef0,credit_cards
e260ef0a-313c-454f-b6f2-a62494af90d6,banking
dc2a750a-7e11-4ae9-aa37-987f86dff291,kitchen_and_dining
afd1d939-adcf-448b-9c94-04ed2d6ac1e0,banking
8e7f908d-f558-43fe-84af-bd772cd4250b,oos
aa7c1233-e363-4394-9fe7-a4fe6c814294,meta
c074fc7d-2a21-46db-9fbc-d8ccf2bc911b,small_talk
cfa47cc3-02cd-41cc-a97e-e51dcb20d0d0,meta
528e7187-f73b-4ad7-abaf-cc0ef4b7c50b,meta
d0b0aae3-ff0d-427f-986a-4de58796ca9a,utility
8f940f8c-de8f-4947-a189-6080aa78bc02,credit_cards
b22755fc-a8d4-402f-99ec-b031c3b4c298,auto_and_commute
b2481910-a7d8-4791-adc4-6f97304b225d,auto_and_commute
e75c89ea-37d2-4dfc-a927-d33e9285d047,auto_and_commute
c471662d-99e1-4712-87ab-716cd201d994,kitchen_and_dining
58762591-0af4-4b8a-b926-47c06603bab0,kitchen_and_dining
477c4037-c584-4895-aa65-7a72f648ee05,meta
2bfee614-a3f5-430f-a329-2dac2caf5e35,work
7334a6af-f1a5-49b9-8f4f-4c5ccdfcb63f,oos
b5bcedf5-9447-432d-ad8c-18a6fefd202f,travel
34c57dcc-95f1-4c79-ad18-62e85e61b45d,meta
db0408ea-d51a-4200-a0fd-d3dab2579897,auto_and_commute
beff8905-e9dc-4e1a-9dfa-e578a2a65698,home
a6f87f6d-6a1c-4057-9c3f-0676b0e764a3,kitchen_and_dining
271945e1-a3fb-451b-a5a5-f02f01abaceb,oos
ef0149ae-675d-4d3f-a2ec-bb7108de41c6,home
ce039bcc-2dd9-4e61-acab-9d29cb833959,utility
14a586d8-f79b-4dca-8721-02174a2363a4,credit_cards
b5143a77-e837-490a-881b-0824c505928f,oos
171e1ca3-d094-494d-b786-118f57528690,auto_and_commute
3f2182aa-edc3-48b7-8d71-92fa134ef06c,meta
b45622ef-6623-49bc-b817-54c037e1f7ea,auto_and_commute
2c2bcccd-881d-4b1e-b228-4e01d92c0e18,credit_cards
885c3e7c-df4e-4c2d-9aab-7dcb67ae0002,utility
33095bcd-5e77-4532-958e-5db980d5832c,auto_and_commute
3bed3334-2c05-4c18-bd46-9b0dfddaf0dd,oos
3c851f35-e173-4ecd-bcc8-8f5d7ef20fc0,credit_cards
de79a493-d990-4338-9fab-93a0a3cf287d,travel
76c89c71-7fea-4488-95c1-9388a21a11b3,kitchen_and_dining
98bc645d-a9ab-4648-841e-5b35a230673c,travel
bc14d7c9-5dc9-42d8-b55e-727af5755b55,banking
52018a12-36c7-40d8-9f1e-818c83eb5163,credit_cards
71ae7cc5-093e-46a0-af28-9aad91913a62,work
3e82494a-f081-4f7e-a5c4-6ff1d1500cd2,oos
e20d33e8-3dd7-4533-a868-501568e24da2,banking
35c93661-123f-4b92-8d2c-9e879f86e83b,work
42bd69cc-cc70-4018-af8f-79d53091a34a,home
96588ad3-e8e5-4236-8b86-cd645e4605be,small_talk
7583aa3a-93c0-4f2f-8615-bb0b89e91604,auto_and_commute
e7df5e3c-86bf-48ef-9514-8e99e26a28d6,banking
990bd827-647f-4e96-9266-0da04ff7edfd,banking
bb109b0e-33bd-4687-87d5-74c3513cd174,auto_and_commute
daf84fd0-6358-4dfe-8b2f-cc211f47c70b,kitchen_and_dining
b08011b4-b61a-440f-bb48-d0d64e2b846e,credit_cards
9289a753-ce65-41b9-8d7f-f91f9b2a14d3,meta
3ec79c6b-49e0-412a-b091-4558157c2a0d,credit_cards
b20b50f1-c6d8-4a48-93f0-c959ab72b659,work
28524037-9a54-4caa-8ade-11bdab1f8b7f,credit_cards
70883737-d8d3-42c8-acf0-1d04a2a75db5,meta
f9d2a196-1d99-4e50-bc6c-3d62aaf5b4a6,home
9f4b7bed-1fd8-4a6d-8826-9c945c383845,travel
8a5c4e82-1a7f-4497-b55b-d600d3aeb9ce,auto_and_commute
60d080a4-0e25-47ba-8a92-64d79edc78e4,oos
77fdd677-e6d0-4f66-bc18-83c3c1132ec6,credit_cards
89b34618-aa85-48d7-9a33-bbf3c2e8f57c,kitchen_and_dining
b78430e7-18ab-462e-9538-005a80d06bc0,credit_cards
562f849a-1217-4164-940a-9de954a78af0,home
979d97b1-8f16-4daa-b59a-bee5e3e9f7a9,kitchen_and_dining
21bea980-b7ad-42ea-b6b0-2c8b8478202f,meta
e946e3cb-167e-44e2-8875-c1f2262c2073,small_talk
1f421141-70f4-4850-a33e-ba85d7d50a4f,meta
81796725-dced-4e65-b4d7-2290d7e062e0,travel
3812a7c9-02e3-4f9c-81f0-6d710d619955,home
90bf625b-2686-4fd4-a16f-8ea7581cac6c,utility
d0bcb009-d683-4945-9763-ccb769c9b54e,travel
d0bb7c35-8572-4b99-a233-2ec95e91aab5,banking
a3bbaeae-39ad-4d4f-8d81-70335face7de,kitchen_and_dining
922f9fa0-ab41-4f86-b33c-972815b25bc3,credit_cards
3e06133b-4884-4fde-9a25-62ee18651e1a,work
40a53531-2318-4cc2-a6b3-a1494ea03cea,banking
54725093-9bc4-4702-882e-72984b5fb463,credit_cards
0534ed34-7d28-4038-a3d0-0d4da76bf1fe,home
8375f287-1c1d-4b8b-8516-80fbc5ccb9b4,home
432db4e9-29f0-475b-9f0e-c0b2829e2a1a,work
75652c0b-c9b6-481a-8592-8c667d69b901,banking
a8605ca3-91f8-42cb-be32-89be0fc28426,small_talk
d83b0476-2523-47e7-aa36-566547f2e38d,oos
6d67ff8e-98b2-4c65-bc87-c3f8b6407a34,work
d0a9149c-1b3c-4dfb-b641-bbe9ed084d81,meta
8a023c1a-9172-4db7-a496-175745e381d6,small_talk
a7f78c6f-337e-4061-bb08-5e525b5c637a,oos
cab4d82b-0825-469a-9d0a-05cb8d043e98,travel
d60ac66e-8723-43d5-8afb-1458d592b400,kitchen_and_dining
2324f49c-4187-485b-ae5a-7be8dce8c2dc,kitchen_and_dining
88e4b342-4b3a-4ff0-a060-9097a0a06685,utility
76280f80-a3c5-4611-b311-e3287757e160,home
fa5262d6-efb4-4470-8881-6a8e86890f72,auto_and_commute
c3bb818b-6771-4fb6-a2dd-4445452bfd4b,auto_and_commute
ac70d620-6c7c-4669-a024-5134cf421f67,credit_cards
f534f0a7-1f54-4301-ba89-ea2548f4befb,auto_and_commute
43fb813e-0f03-4182-9084-2abc83c90d4c,work
c8483c62-d8df-4e53-8e1e-90ef73fc75c0,small_talk
5908820d-982b-492b-9e52-552cd2627f10,home
2583a875-b71c-413c-911f-b10e1176dd93,home
1d9d2c28-0a09-410c-bdce-c6ea61bee3d1,home
6421225c-e667-47cc-88f8-39aef4861e98,kitchen_and_dining
3e696588-de5b-4d04-8264-1c6e417c6e54,kitchen_and_dining
341224f5-e81f-4c64-8756-6f3a8843022a,credit_cards
b1e0e2b9-25a6-4b95-aa0d-5ea43e5c62f8,banking
0cd559bc-c242-4061-9628-f67065ad456d,banking
79b5d78e-31da-48f5-8933-e4575c2765f5,auto_and_commute
1aa750ab-05c3-40b4-a8f7-0f254bce7879,credit_cards
79c9b557-4daf-4144-afda-56db4bf49d18,banking
64711c76-7caa-4d1a-953d-3a066d4a04ba,travel
030431a4-4e7c-4c94-a7ad-050ed59a7fc3,auto_and_commute
d9fa78e6-7c0b-40c5-a10f-62abed9d1b42,oos
9aa65a02-d7c2-4085-94e1-e96837ddb0c1,small_talk
f0e9b7e8-870f-43ad-a33a-995e4511581a,credit_cards
a6a5b1d7-b7c2-4753-b09e-ca35c0c389ab,kitchen_and_dining
30da30db-4fce-4960-b0bb-5bc282260e30,oos
577b4d2b-64c2-46cb-93f8-d82df1494025,utility
c516cb6a-933c-46c0-9402-ab2f139ff486,banking
940703de-de36-46d5-a232-6dca846446b5,banking
3815f3f3-ebca-400b-9f56-52d8a409bdb0,meta
27f13827-c09a-4a29-a5a3-f3677f37c595,oos
4942ebbb-a2de-4023-959b-570d59627d3a,oos
3be4eae3-ef7d-40bb-bd34-3c3dfae16eb1,oos
0cb60512-5401-4f93-8ded-515d51698ef5,banking
4650855e-f750-4dd7-bb7e-3bf844bd443a,work
2698aab2-f985-4a73-9172-9090099f89cc,kitchen_and_dining
158a330c-423e-4aa3-8f75-ddffb4f1af55,home
637f3a07-0543-4da8-b6e9-6e8efbbdc8f0,small_talk
059fa2f9-f145-477b-954a-7ae54fbe15b5,auto_and_commute
19a0126a-bb45-4272-8924-fc449404f74e,credit_cards
6a95c55b-973f-4bcb-a3a7-52657a151519,meta
f6ac7d23-9a22-4872-b18f-286d436aa563,home
2638f1c6-b363-4d6c-a29c-699461a26c4f,auto_and_commute
0e51181f-d27d-447c-8afe-75a28996bea5,auto_and_commute
07d20864-8232-47f2-971e-9ebd57a1633a,auto_and_commute
49e1ca65-0500-40c2-8076-f57adf646193,work
a9baadfa-2525-4d4d-9dc9-5c70f1613e22,credit_cards
d33fa6b7-bf5b-45aa-b16f-4ebd536119b6,home
1637aebb-4925-45d2-8a6c-ee7126fb6a55,home
