status_id,created_at,text,source,hour,minute,day
1204158784035274753,2019-12-09T22:00:00Z,"#NHLBruins are set to hit the road this week
12/9 at OTT | 12/11 at WSH | 12/12 at TB | 12/14 at FLA
Patrice Bergeron shares what he believes are the keys to winning on the road in the NHL. https://t.co/HHn3hZx7GO https://t.co/yrRXKHNe0I",Twitter Media Studio,22,0,9
1204163830995136515,2019-12-09T22:20:04Z,"#NHL, #Bruins, #NHLBruins, #BostonBruins,  #LetsGoBruins,  vs. #Sens, #Senators, #GoSensGo, #OttawaSenators,   Get your best odds - fast at https://t.co/Ohl03KWAVe https://t.co/OjRhtHIzfi",Hootsuite Inc.,22,20,9
1204166466934693888,2019-12-09T22:30:32Z,"New York Islanders at Bruins - 12/19/2019: New York Islanders at Boston Bruins Thursday, Dec 19th, 2019 Game Time: 7:00pm at TD Garden * Make it a ♥ day - rt! * #Bruins #TDGarden https://t.co/V4juKIAbgJ",dlvr.it,22,30,9
1204177185201897474,2019-12-09T23:13:08Z,"Refs for @NHLBruins @Senators are Dan O'Halloran #13 and Kelly Sutherland #11. Tonight's officials: https://t.co/qzUUBQYRQN   
  
#BOS #OTT #BOSvsOTT #NHLBruins #GoSensGo #Bruins #Senators",Postcron App,23,13,9
1204178676633366531,2019-12-09T23:19:03Z,"Fresh Links: Hit The Road
https://t.co/NIOONMwLag
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,23,19,9
1204178698112360450,2019-12-09T23:19:08Z,"Projected Lines: Ottawa hosts Boston
https://t.co/T1YJtWipGp
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,23,19,9
1204178730718941184,2019-12-09T23:19:16Z,"Complete Coverage: Bruins at Senators, Dec. 9
https://t.co/dg3NzEbWU6
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,23,19,9
1204178789439160320,2019-12-09T23:19:30Z,"Providence Bruins recap: Six-game win streak comes to an end
https://t.co/XZRM28g9P4
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,23,19,9
1204178830958612480,2019-12-09T23:19:40Z,"Preview: Bruins look to get back on track in a visit to Ottawa
https://t.co/ZMZzRykPJf
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,23,19,9
1204181710021128193,2019-12-09T23:31:06Z,"#mhsbot today's predictions #Isles, #GoBolts, #CBJ, #ALLCAPS, #NHLBruins, #GoSensGo, #Flames, #GoAvsGo #NYIvsTBL #CBJvsWSH #BOSvsOTT #CGYvsCOL: https://t.co/cNNy6jeEya https://t.co/jPUKDAwsuj",cli-uploader-tool,23,31,9
1204187752188694528,2019-12-09T23:55:07Z,Game Day Thread: Boston Bruins @ Ottawa Senators. Come talk #Bruins with us at https://t.co/RgbWrAK84n .,BobbyToBergy NHL Bruins,23,55,9
1204192788650373120,2019-12-10T00:15:08Z,"#BOS@#OTT starting soon!

Hottest players based on the last 3 games:
#NHLBruins
#Bergeron | 0 + 6 = 6
#Wagner | 2 + 0 = 2

#GoSensGo
#Duclair | 3 + 1 = 4
#Ennis | 2 + 2 = 4

#pftop2 https://t.co/Wba4jXT4nk",Player Fan Bot,0,15,10
1204193007072923648,2019-12-10T00:16:00Z,bdnsishduroa. there is NEVER enough bergy content https://t.co/xcmhrItX6a,Talon (Plus),0,16,10
1204194339087364097,2019-12-10T00:21:17Z,"#mhsbot today's predictions updated by roster #NHLBruins, #GoSensGo #BOSvsOTT: https://t.co/TZbctWaOG0 https://t.co/eplCEMVQta",cli-uploader-tool,0,21,10
1204196047372902400,2019-12-10T00:28:05Z,"#NHLBruins #GoSensGo get refs O'Halloran and Sutherland with Sericolo and Baker on lines   
   https://t.co/qzUUBQYRQN   
#BOS #OTT #BOSvsOTT @NHLBruins @Senators #Bruins #Sens https://t.co/ISnnhrGwNL",Postcron App,0,28,10
1204199047856377856,2019-12-10T00:40:00Z,"Yeah! #Nantucket
Boston Celtics 
LET'S GO CELTICS!
LET'S GO CELTICS!
LET'S GO CELTICS!
#RiseTogether
#greenrunsdeep
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #newyorkcity… https://t.co/WNZ9IYFe5W",Instagram,0,40,10
1204199097722388486,2019-12-10T00:40:12Z,#NHLBruins vs #goSENSgo is live,UberSocial for Android,0,40,10
1204199592130236417,2019-12-10T00:42:10Z,"Tonight's officials:
@NHLBruins  @Senators 
Referee: Dan O'Halloran #13 
Referee: Kelly Sutherland #11 
Linesman: Tony Sericolo #84 
Linesman: Tyson Baker #88 
https://t.co/qzUUBQYRQN 
#NHLBruins #GoSensGo
#BOS #OTT #BOSvsOTT",Postcron App,0,42,10
1204199668642721793,2019-12-10T00:42:28Z,"Ugly change, Anisimov puts one past Rask who is a tiny bit deep in his goal. #goSENSgo  1 #NHLBruins 0",UberSocial for Android,0,42,10
1204203045757820928,2019-12-10T00:55:53Z,Artem Anisimov scores on a backhand to give #Sens a one goal lead vs #NHLBruins with 18:25 to go in 1st. Odds of Sens winning go from 46.6% to 64.4%. 1-0 Sens. https://t.co/5Q2948Ekvr,Sens Goal Bot,0,55,10
1204203598789431298,2019-12-10T00:58:05Z,"Team records with tonight's refs (since '17):
    #NHLBruins: 7-4 (64%)
    #GoSensGo: 4-6 (40%)
https://t.co/qzUUBQYRQN 
#BOSvsOTT #BOS #OTT",Postcron App,0,58,10
1204204485993795584,2019-12-10T01:01:37Z,"Deal of the week - 2019 panini Elite baseball and 2019 - 20 leaf hockey premium hits
#bowmanbaseballcards #cardsbaseball #toppsbaseballcards #gotbaseballcards
#skyboxct #203local #hockeycards #bruins #hockey #nhl… https://t.co/0v9Tl7Nu40",Instagram,1,1,10
1204205869224878080,2019-12-10T01:07:06Z,Anthony Duclair scores on a wrist shot to give #Sens a two goal lead vs #NHLBruins with 4:16 to go in 1st. Odds of Sens winning go from 67.6% to 80.9%. 2-0 Sens. https://t.co/5Q2948Ekvr,Sens Goal Bot,1,7,10
1204205938879713280,2019-12-10T01:07:23Z,DuClair bats it by Rask after John Less whiffs on a puck. #goSENSgo 2 #NHLBruins  in shambles,UberSocial for Android,1,7,10
1204206759524622337,2019-12-10T01:10:39Z,Patrice Bergeron scores on a snap shot to get #NHLBruins within one goal of #Sens with 2:12 to go in 1st. Odds of Bruins winning go from 18.5% to 31.7%. 2-1 Sens. https://t.co/cEsebdR8C4,Bruins Goal Bot,1,10,10
1204207458006323200,2019-12-10T01:13:25Z,"If Bergeron can't get the team moving in the right direction, who can? #NHLBruins",UberSocial for Android,1,13,10
1204207771903840256,2019-12-10T01:14:40Z,"Boston Bruins merchandise made with upcycled hockey trading cards https://t.co/6hKRkWYuQs
#nhl #nhlbruins #boston #bruins #bostonbruins #bruinsnation #bruinshockey #bruinsgame #bruinsfan #tieclip #tietack #cufflinks #earrings #upcycled #hockey #tradingcards #handmade #ebay https://t.co/NPGa3BlTxj",SportsCardBot,1,14,10
1204208013168521217,2019-12-10T01:15:38Z,"At the end of the 1st period the Senators lead the Bruins by a score of 2 to 1.

#GoSensGo #NHLBruins #BOSvsOTT https://t.co/06Kmhz2icw",NHL Shotmap Bot,1,15,10
1204213207872741378,2019-12-10T01:36:16Z,Chris Tierney scores on a wrist shot to give #Sens a two goal lead vs #NHLBruins with 18:39 to go in 2nd. Odds of Sens winning go from 69.5% to 82.7%. 3-1 Sens. https://t.co/5Q2948Ekvr,Sens Goal Bot,1,36,10
1204213646378831872,2019-12-10T01:38:01Z,I still say that it is almost never a good idea for the goalie to come out and stop those wrap around. Like the old timers used to say about the forward pass - there are 4 things that can happen and 3 of them are bad #bruins,Twitterrific for iOS,1,38,10
1204214153226965025,2019-12-10T01:40:02Z,Sports Photos! #NHL #NHLBruins at #Senators - by @steve_kingsman: https://t.co/vwF4NED6xi,Icon Sportswire Image Tweets,1,40,10
1204214463890706432,2019-12-10T01:41:16Z,#NHLBruins to the power play. Charlie Coyle draws a trip at 5:21 of the second. https://t.co/9P318lKxSX,Twitter Media Studio,1,41,10
1204217184865726464,2019-12-10T01:52:04Z,"The #NHL is Live!

@NHLFlames @ @Avalanche

@NHLBruins @ @Senators

Watch it live

Link in image / lien en image

#hockey #SmallStreamerCommunity #SmallStreamersConnect #StreamerNetwork #StreamingLive #Flames #Senators #Avalanche #Bruins https://t.co/WSA9L80J24",SmallStreamersConnectRT,1,52,10
1204218240458731525,2019-12-10T01:56:16Z,#NHLBruins to the PP. David Pastrnak draws a high stick with 6:52 to go in the second. https://t.co/z7lKJnOwyP,Twitter Media Studio,1,56,10
1204219433834692613,2019-12-10T02:01:00Z,"Yeah! #Nantucket
Boston Celtics 
LET'S GO CELTICS!
LET'S GO CELTICS!
LET'S GO CELTICS!
#RiseTogether
#greenrunsdeep
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #newyorkcity… https://t.co/iS1RxLsDoP",Instagram,2,1,10
1204220472419897344,2019-12-10T02:05:08Z,How can a team with this much skill show so little talent? #NHLBruins,UberSocial for Android,2,5,10
1204220631350489090,2019-12-10T02:05:46Z,#NHLBruins back to the power play. Brad Marchand tripped up out front with 2:07 remaining in the second. https://t.co/g84MBH7iY4,Twitter Media Studio,2,5,10
1204221802152710144,2019-12-10T02:10:25Z,"At the end of the 2nd period the Senators lead the Bruins by a score of 3 to 1.

#GoSensGo #NHLBruins #BOSvsOTT https://t.co/rk9kePJ6wp",NHL Shotmap Bot,2,10,10
1204224065445285889,2019-12-10T02:19:25Z,"The #NHL is Live!

@NHLFlames @ @Avalanche

@NHLBruins @ @Senators

Watch it live

Link in image / lien en image

#hockey #SmallStreamerCommunity #SmallStreamersConnect #StreamerNetwork #StreamingLive #Flames #Senators #Avalanche #Bruins https://t.co/WSA9L80J24",streamernetworkfavorite,2,19,10
1204224294764630018,2019-12-10T02:20:19Z,"Down a goal.

#NHLBruins https://t.co/fj4L9GRxEV",NSC NHL,2,20,10
1204224844738355201,2019-12-10T02:22:31Z,"Yeah! #Nantucket
Boston Celtics 
LET'S GO CELTICS!
LET'S GO CELTICS!
LET'S GO CELTICS!
#RiseTogether
#greenrunsdeep
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #newyorkcity… https://t.co/xZyvit7swQ",Instagram,2,22,10
1204228746628087808,2019-12-10T02:38:01Z,"World Juniors 2020: Bruins Prospect John Beecher, Curtis Hall named to US pre...
https://t.co/ZKKxzPWJ5z
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,2,38,10
1204228856967622661,2019-12-10T02:38:27Z,"Bruins lines vs. Colorado: Striking it Ritch
https://t.co/lGNUWe7B2n
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,2,38,10
1204231031248822273,2019-12-10T02:47:06Z,"#NHLBruins trailing #Sens by two, should pull Rask at the first reasonable opportunity after 7:02 to go in the 3rd.  https://t.co/TP21jgaqGV",GoaliePull,2,47,10
1204234631660396544,2019-12-10T03:01:24Z,#NHLBruins trailing 3-1 to #Sens pull Tuukka Rask with 3:17 to go in the 3rd. That's 3:45 later than the statistically ideal time of 7:02. https://t.co/TP21jgaqGV,GoaliePull,3,1,10
1204234632360857600,2019-12-10T03:01:24Z,"#Sens score on empty net to increase lead to 3 with 2:58 to go. The #NHLBruins had less than a 1.10% chance to win before the goal, so it's no great loss. https://t.co/TP21jgaqGV",GoaliePull,3,1,10
1204234633396858885,2019-12-10T03:01:24Z,Jean-Gabriel Pageau scores on an empty net to give #Sens a three goal lead vs #NHLBruins with 2:58 to go in 3rd. 4-1 Sens. https://t.co/5Q2948Ekvr,Sens Goal Bot,3,1,10
1204235178345930752,2019-12-10T03:03:34Z,Jake DeBrusk scores on a rebound to get #NHLBruins within two goals of #Sens with 2:13 to go in 3rd. 4-2 Sens. https://t.co/cEsebdR8C4,Bruins Goal Bot,3,3,10
1204236606703570949,2019-12-10T03:09:15Z,"At the end of the game the Senators defeat the Bruins by a score of 5 to 2.

#GoSensGo #NHLBruins #BOSvsOTT https://t.co/mxuUgO327g",NHL Shotmap Bot,3,9,10
1204239901358788608,2019-12-10T03:22:20Z,"The #Bruins fell, 5-2, to the #Senators in Ottawa. https://t.co/eE4Tgbe1W5",SocialFlow,3,22,10
1204242768027115521,2019-12-10T03:33:44Z,Anthony Duclair scores on an empty net to give #Sens a three goal lead vs #NHLBruins with 0:01 to go in 3rd. 5-2 Sens. https://t.co/5Q2948Ekvr,Sens Goal Bot,3,33,10
1204244106005762051,2019-12-10T03:39:03Z,"#NHL GameScore Card for Boston Bruins @ Ottawa Senators on 2019-12-09:

LINK: https://t.co/q5jhDR32O3

#NHLBruins #GoSensGo https://t.co/KMGhgtA9qw",HockeyStatCardBot,3,39,10
1204244634383335425,2019-12-10T03:41:09Z,Bruins vs Senators highlights are up at https://t.co/dZDaeAInAn #NHL #NHLBruins #Sens,dtmts alerts,3,41,10
1204250282458136576,2019-12-10T04:03:35Z,From @jamiemclennan29: A look at Anders Nilsson’s 'fantastic' outing against the #NHLBruins https://t.co/uLObK2nSZx #TSNHockey https://t.co/tD8kBjT8Kp,NHL Sabres News Bot,4,3,10
1204251296439640065,2019-12-10T04:07:37Z,"“We never want to get comfortable, especially with the team we have - we’re a young team that wants to keep working hard...”

Anthony Duclair on Ottawa’s huge win over the #NHLBruins: https://t.co/fDUC4DjYAr #TSNHockey https://t.co/ntnIL7JPMf",NHL Sabres News Bot,4,7,10
1204252761937842176,2019-12-10T04:13:27Z,#NHLBruins Patrice Bergeron: Scores in return - https://t.co/8s7GHC4dJy,Breaking News NHL,4,13,10
1204253670130552833,2019-12-10T04:17:03Z,#NHLBruins Jake DeBrusk: Nets power-play tally - https://t.co/WkFd7EE2ks,Breaking News NHL,4,17,10
1204254411113058304,2019-12-10T04:20:00Z,"🎥 Bruce Cassidy, Tuukka Rask, Patrice Bergeron, Torey Krug, and Zdeno Chara react to the #NHLBruins 5-2 loss in Ottawa: https://t.co/BT6v5kvexG",Twitter Media Studio,4,20,10
1204254443526672389,2019-12-10T04:20:07Z,#NHLBruins David Pastrnak: Two assists in losing effort - https://t.co/7DHrloTVTc,Breaking News NHL,4,20,10
1204255328742920198,2019-12-10T04:23:39Z,#NHLBruins Brad Marchand: Serves up two helpers - https://t.co/Yfq1yKOdTS,Breaking News NHL,4,23,10
1204263733113114624,2019-12-10T04:57:02Z,#NHLBruins  owns the top spot but the #mnwild make a huge jump in the NHL Power Rankings. #NHL https://t.co/rW1dxUkIgX https://t.co/mm7JhTAgH7,joemech,4,57,10
1204289711755403264,2019-12-10T06:40:16Z,The #NHLBruins didn't get off on the right foot for their four-game road trip with three games in four nights coming up. https://t.co/gx1vglZAfS,WordPress.com,6,40,10
1204300985407066118,2019-12-10T07:25:04Z,"Ottawa fans booing the refs on a missed tripping call in a regular season game..... funny, I recall them being quiet about officiating during the first round of the 2016-2017 Stanley Cup playoffs. 🙃

#BOSvsOTT || #NHLBruins",Bot Libre!,7,25,10
1204338581415825409,2019-12-10T09:54:27Z,"Ottawa fans booing the refs on a missed tripping call in a regular season game..... funny, I recall them being quiet about officiating during the first round of the 2016-2017 Stanley Cup playoffs. 🙃

#BOSvsOTT || #NHLBruins",Bot Libre!,9,54,10
1204351586891419648,2019-12-10T10:46:08Z,"Order this @NHLBruins jersey ornament today! 

Order Here: https://t.co/Cn3XEgO1Z2

@nhl #SonsOfHockey #Hallmark #NHLBruins #Boston https://t.co/yz8qNh7eWh",DealFinder App,10,46,10
1204355723389353984,2019-12-10T11:02:34Z,Morning Free Association: The Brians. Come talk #Bruins with us at https://t.co/fh31dYSoAj .,BobbyToBergy NHL Bruins,11,2,10
1204370274419978245,2019-12-10T12:00:24Z,"NOW AIRING - @BigBadBruinsPod w/ @iglen31 and @Chris_Blackey - Ep 15: Giving Thanks for a Strong #NHLBruins Start; Turkey or Ham? 

LISTEN LIVE - https://t.co/oXZlyYJorr

#FPC #SportsRadio #NFL #NBA #NHL #MLB  @FPCoverage https://t.co/00gt6lC8QP",Radio.co now playing,12,0,10
1204377103443070977,2019-12-10T12:27:32Z,Byron last night watching his favorite team the @nhlbruins . Although the #bruins lost in the end Byron Stays a true fan ! https://t.co/8UkgxWkfN8,Instagram,12,27,10
1204382617266556931,2019-12-10T12:49:26Z,"3 takeaways from the Bruins’ 5-2 loss to the Senators
https://t.co/3zBVuscbDi
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,12,49,10
1204396598022815746,2019-12-10T13:45:00Z,"Patrice Bergeron was the only bright spot in a brutal #NHLBruins loss.

That and more from @HackswithHaggs in his talking points from the game ----&gt; https://t.co/Kn21cvjcSt https://t.co/QTPmAWiJJp",Twitter Media Studio,13,45,10
1204702929837539329,2019-12-11T10:02:15Z,FEEL THE RASK!!! #NHLBruins #NHL #HockeyTribune #Hockey https://t.co/on41ndSIKs,Mobile Web (M2),10,2,11
1204717837169750017,2019-12-11T11:01:29Z,Morning Free Association: Keeping Loose. Come talk #Bruins with us at https://t.co/gNrP1lwEid .,BobbyToBergy NHL Bruins,11,1,11
1204747916025483264,2019-12-11T13:01:00Z,It's #NHLBruins game day! The B's play the first of back-to-back games tonight in Washington at 7 PM. https://t.co/RAGf1SL3eO,Hootsuite Inc.,13,1,11
1204751759467376642,2019-12-11T13:16:17Z,"Complete Coverage: Bruins at Capitals, 7PM
https://t.co/hMK1FO5kXV
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,13,16,11
1204751833018748928,2019-12-11T13:16:34Z,"I have no idea what happened at Bruins practice today, but it rules
https://t.co/2mrMP9hdoI
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,13,16,11
1204756804070043648,2019-12-11T13:36:20Z,"How can the Bruins beat the Washington Capitals?
https://t.co/9yiL6uROd3
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,13,36,11
1204765027753791488,2019-12-11T14:09:00Z,#NHLBruins at #ALLCAPS predicted goals. #BOSvsWSH #HockeyTwitter https://t.co/qXh3MRalpZ,BulsinkBot,14,9,11
1204766048039378945,2019-12-11T14:13:03Z,Bruins at Capitals 12/11/19 - #NHL Picks &amp; Odds https://t.co/xljZOFwWG2 #PicksParlays #NHLBruins #ALLCAPS https://t.co/g5zsjAKUsW,Buffer,14,13,11
1204773540261699585,2019-12-11T14:42:50Z,This is certainly going to be an awesome #Boston and #Providence hockey related day! Tuning into the @bruininpvdpod prior to the #AHLBruins game tonight and also the @BigBadBruinsPod before the #NHLBruins game against the #Caps #BruinsFam #PodernFamily #PodcastHQ #BruinsTalk https://t.co/XdQrTd63hA,The Malliard Report,14,42,11
1204777069046988802,2019-12-11T14:56:51Z,I ❤️ @Bmarch63 you know all the other teams are just jelly! #Bruins,Twitterrific for iOS,14,56,11
1204785885331501057,2019-12-11T15:31:53Z,"#mhsbot today's predictions #NHLBruins, #ALLCAPS, #GoSensGo, #GoHabsGo, #FlyOrDie, #GoAvsGo #BOSvsWSH #OTTvsMTL #PHIvsCOL: https://t.co/TZbctWaOG0 https://t.co/qSmNXQcUSz",cli-uploader-tool,15,31,11
1204786527060070402,2019-12-11T15:34:26Z,"#mhsbot #BOSvsWSH Game Fantasy Preview 2019/12/11 BOSTON BRUINS @ WASHINGTON CAPITALS #NHLBruins #ALLCAPS.

https://t.co/b7V8fCU3UQ",cli-uploader-tool,15,34,11
1204796310265769985,2019-12-11T16:13:19Z,#NHLBruins Jaroslav Halak: In goal Wednesday - https://t.co/RrElHsGB6S,Breaking News NHL,16,13,11
1204797431638085633,2019-12-11T16:17:46Z,#NHLBruins Tuukka Rask: Gets starting nod Thursday - https://t.co/enoNcyqKcI,Breaking News NHL,16,17,11
1204798754718650371,2019-12-11T16:23:01Z,Halak will be in net tonight against the Capitals. #NHLBruins,Plume for Android,16,23,11
1204799261960896512,2019-12-11T16:25:02Z,Tonight is gonna be the best game of the season so far in the NHL! #ALLCAPS #NHLBruins https://t.co/8BEzweByIq,RobinsPost Retweets,16,25,11
1204800604796784640,2019-12-11T16:30:22Z,"Washington Capitals vs. Boston Bruins - 12/11/19 NHL Pick, Odds, and Prediction - Pick Dawgz https://t.co/qfejtyHzPw #NHL #HockeyPicks #FreePicks  #FreePick #NHLPick #SportsBettingTipster #ExpertPick #NHLTwitter #ALLCAPS #NHLBruins 
#IceHockey #sportsbettingexpert #bettingtips https://t.co/TMXaxywhx8",Buffer,16,30,11
1204800635562070017,2019-12-11T16:30:30Z,The top two teams in the NHL in terms of points will square off tonight as the Boston #Bruins take on the host Washington #Capitals. Can Washington fend off the opposition and protect its home ice? https://t.co/kmPB0iOg5P,Hootsuite Inc.,16,30,11
1204808389978677248,2019-12-11T17:01:19Z,#Senators Scott Sabourin opens up about the aftermath of his run-in with #NHLBruins forward David Backes (@phiil7). https://t.co/rGSdIl7pA7 https://t.co/FDWjXmmRmV,WordPress.com,17,1,11
1204808398530924545,2019-12-11T17:01:21Z,#Senators Scott Sabourin opens up about the aftermath of his run-in with #NHLBruins forward David Backes (@phiil7). https://t.co/iFtaI4Awrn https://t.co/2CzAvUnrTW,WordPress.com,17,1,11
1204808406470713344,2019-12-11T17:01:23Z,#Senators Scott Sabourin opens up about the aftermath of his run-in with #NHLBruins forward David Backes (@phiil7). https://t.co/GSDBi0s4Jd https://t.co/0znQ1Q1vYE,WordPress.com,17,1,11
1204810558136094722,2019-12-11T17:09:56Z,Fresh Links: Horseplay. #NHLBruins let off steam ahead of #Capitals game. What is missing in Boston? 3 keys to the game. Revisiting the decade’s clutch Bruins goals. List of NHLers due regression or redemption. #NHLFlames still undefeated in Geoff Ward Era https://t.co/QfvxSwwl5a,Vox Media,17,9,11
1204811421063749632,2019-12-11T17:13:21Z,This day keeps getting better! Love all the #NHLBruins content. #PodernFamily https://t.co/DHBY4pGKa7,The Malliard Report,17,13,11
1204812610866229249,2019-12-11T17:18:05Z,This day keeps getting better! Love all the #NHLBruins content. #PodernFamily https://t.co/DHBY4pGKa7,Tweetpodernfam,17,18,11
1204813865369919490,2019-12-11T17:23:04Z,"The #NHLBruins are in D.C. to take on the Capitals tonight in a matchup of the top two teams in the National Hockey League.

🎥 All of today's pregame news in 60 seconds, pres. by @TDFSports: https://t.co/tPf70Jc3TF",Twitter Media Studio,17,23,11
1204815633936003073,2019-12-11T17:30:06Z,"🏒 Boston Bruins vs Washington Capitals
📲  #NHLBruins vs #ALLCAPS
⚠️ #NHL #BettingPicks POD

🔎 Choose the best bookmaker for NHL #Betting⬇️ 
https://t.co/mlUR2tkdkM

📝: @Lockeqwerty

🔗 ➡️ https://t.co/Wv3opjnDoe https://t.co/4dRfcKYNKN",Sprout Social,17,30,11
1204816112363327488,2019-12-11T17:32:00Z,"#NHLBruins coach Bruce Cassidy, looking ahead to tonight's matchup with Washington, says there could be a change on the back end, while adding that Jaroslav Halak gets the start in goal: https://t.co/51PRXwa6Dt",Twitter Media Studio,17,32,11
1204825731085156352,2019-12-11T18:10:13Z,"#mhsbot today's predictions #NHLBruins, #ALLCAPS, #GoSensGo, #GoHabsGo, #FlyOrDie, #GoAvsGo #BOSvsWSH #OTTvsMTL #PHIvsCOL: https://t.co/cNNy6jeEya https://t.co/KxF1ykpIZl",cli-uploader-tool,18,10,11
1204829127162900481,2019-12-11T18:23:43Z,"Wednesday sports at Kelly's

Happy Hour until 7pm!
Come in for great deals such as Pizza &amp; a Beer for $10
AND BUBBLE HOCKEY!

#ChampionsLeague
#Zagreb v #ManCity 1pm
#Leverkusen v #Juve 3pm
#Brugge v #RealMadrid 3pm

#NHL
#Bruins at #Capitals 7pm
#Flyers at #Avalanche 9:30pm https://t.co/FcLSsP93vt",Buffer,18,23,11
1204829243135315968,2019-12-11T18:24:10Z,"Fresh Links: Horseplay
https://t.co/JfnOCpl15z
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,18,24,11
1204829334059409408,2019-12-11T18:24:32Z,"PREVIEW: Bruins head to DC; face off against the nation’s Capitals
https://t.co/vDObYpiG1z
+1 BeanTownBot #Bruins #NHL",Boston Bruins_Plow,18,24,11
1204831322029481984,2019-12-11T18:32:26Z,"Wednesday sports at Kelly's

Happy Hour until 7pm!
Come in for great deals such as Pizza &amp; a Beer for $10
AND BUBBLE HOCKEY!

#ChampionsLeague
#Zagreb v #ManCity 1pm
#Leverkusen v #Juve 3pm
#Brugge v #RealMadrid 3pm

#NHL
#Bruins at #Capitals 7pm
#Flyers at #Avalanche 9:30pm https://t.co/FcLSsP93vt",Beer and Pizza - Rewteet,18,32,11
1204834523218939909,2019-12-11T18:45:09Z,"We are searching for writers to join our Bruins team. We're looking for folks who want to write more than recaps &amp; previews. Join #THW today and share your opinions, analysis &amp; knowledge of everything #NHLBruins with our readers. #NHL https://t.co/ozi6W94C8j https://t.co/0Zys5VXFYA",IFTTT,18,45,11
1204838515672002560,2019-12-11T19:01:01Z,"A Battle Between the NHL's Best: Washington Capitals vs Boston

Kassie is here with your #ALLCAPS preview as they look to defeat the #NHLBruins for the 16th time in 17 meetings. #NHL

https://t.co/k3XNfdCkh2",Hootsuite Inc.,19,1,11
